id_str,tweet_created_at,user_screen_name,user_id_str,user_statuses_count,user_favourites_count,user_protected,user_listed_count,user_following,user_description,user_location,user_verified,user_followers_count,user_friends_count,user_created_at,tweet_language,text_,favorite_count,favorited,in_reply_to_screen_name,in_reply_to_status_id_str,in_reply_to_user_id_str,retweet_count,retweeted,text
'793695636537413632',Wed Nov 02 06:06:00 +0000 2016,AmazonHelp,85741735,2225448,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149569,53,Wed Oct 28 04:17:54 +0000 2009,en,@guptasagar012 as all the products sold on Amazon are genuine and are covered by manufacturer warranty. ^AK (2/2),0,FALSE,guptasagar012,7.94E+17,257376764,0,FALSE,
'793699800646418433',Wed Nov 02 06:22:33 +0000 2016,guptasagar012,257376764,735,57,FALSE,6,FALSE,,New Delhi,FALSE,172,668,Fri Feb 25 08:33:07 +0000 2011,en,@AmazonHelp @amazonIN @amazon @AmazonUK Plz tell me.. which genuine mobile creates problem with in 26 days.? Amazon is selling #Refurbished,0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
'793712776866885633',Wed Nov 02 07:14:07 +0000 2016,guptasagar012,257376764,735,57,FALSE,6,FALSE,,New Delhi,FALSE,172,668,Fri Feb 25 08:33:07 +0000 2011,en,"@AmazonHelp @amazon @AmazonAtUSC @AmazonUK #Fraud_Amazon.. #Selling_Refurbished_Mobiles_in_Price_of_New..
Please avoid shopping with #Amazon",0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
'793719796596633601',Wed Nov 02 07:42:00 +0000 2016,AmazonHelp,85741735,2225448,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149569,53,Wed Oct 28 04:17:54 +0000 2009,en,"@guptasagar012 Hey, we've responded to your query here: https://t.co/6kk9VvViXJ. ^AK",0,FALSE,guptasagar012,7.94E+17,257376764,0,FALSE,"@guptasagar012 Hey, we've responded to your query here: https://t.co/6kk9VvViXJ. ^AK"
'793747716694171648',Wed Nov 02 09:32:57 +0000 2016,guptasagar012,257376764,735,57,FALSE,6,FALSE,,New Delhi,FALSE,172,668,Fri Feb 25 08:33:07 +0000 2011,en,"@AmazonHelp @amazon @AmazonAtUSC @AmazonUK #Fraud_Amazon.. #Selling_Refurbished_Mobiles_in_Price_of_New..
Please avoid shopping with #Amazon",1,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,
'793456524253429760',Tue Nov 01 14:15:51 +0000 2016,DoctorBrobotnik,269145593,854,19,FALSE,1,FALSE,"Gamer, Alcohol Connoisseur, Full-time Bastard.",UK,FALSE,122,237,Sun Mar 20 05:25:32 +0000 2011,en,"@AmazonHelp how long it will be before I can speak to anyone that will help, and what the process is. Please help",0,FALSE,AmazonHelp,,85741735,0,FALSE,
'793457568580591618',Tue Nov 01 14:20:00 +0000 2016,AmazonHelp,85741735,2225440,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,@DoctorBrobotnik Sorry there hasn't been a resolution to your issue. W/out sharing account info can you tell us more? Maybe we can help? ^DG,0,FALSE,DoctorBrobotnik,7.93E+17,269145593,0,FALSE,
'793467867949895684',Tue Nov 01 15:00:56 +0000 2016,DoctorBrobotnik,269145593,854,19,FALSE,1,FALSE,"Gamer, Alcohol Connoisseur, Full-time Bastard.",UK,FALSE,122,237,Sun Mar 20 05:25:32 +0000 2011,en,"@AmazonHelp I wanted to speak to a manager due to agent trying to hang up without helping, request was refused. Also about my order status",0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793468167104454656',Tue Nov 01 15:02:07 +0000 2016,DoctorBrobotnik,269145593,854,19,FALSE,1,FALSE,"Gamer, Alcohol Connoisseur, Full-time Bastard.",UK,FALSE,122,237,Sun Mar 20 05:25:32 +0000 2011,en,"@AmazonHelp if I DM my email address, can someone please get back to me on that as I am at work until half 4, so it is easier on there",0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793469276652965893',Tue Nov 01 15:06:32 +0000 2016,AmazonHelp,85741735,2225440,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,@DoctorBrobotnik We're unable to DM. Please request a call here: https://t.co/v69Dq2JDWb and request a manager. ^AN,0,FALSE,DoctorBrobotnik,7.93E+17,269145593,0,FALSE,@DoctorBrobotnik We're unable to DM. Please request a call here: https://t.co/v69Dq2JDWb and request a manager. ^AN
'793528002827149312',Tue Nov 01 18:59:53 +0000 2016,DoctorBrobotnik,269145593,854,19,FALSE,1,FALSE,"Gamer, Alcohol Connoisseur, Full-time Bastard.",UK,FALSE,122,237,Sun Mar 20 05:25:32 +0000 2011,en,@AmazonHelp I'm finally speaking to a manager - he  is quoting a policy that allows agents to hang up when a complaint is made? Is there...,0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793528350421688321',Tue Nov 01 19:01:16 +0000 2016,DoctorBrobotnik,269145593,854,19,FALSE,1,FALSE,"Gamer, Alcohol Connoisseur, Full-time Bastard.",UK,FALSE,122,237,Sun Mar 20 05:25:32 +0000 2011,en,@AmazonHelp anyone that is able to call that understands the issue rather than repeating myself to someone that's just following a script?,0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793529940222349313',Tue Nov 01 19:07:35 +0000 2016,AmazonHelp,85741735,2225440,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,"@DoctorBrobotnik Without posting account info, will you tell us more about the original issue? We'd love to try &amp; help, if possible. ^HB",0,FALSE,DoctorBrobotnik,7.94E+17,269145593,0,FALSE,
'793537252303470592',Tue Nov 01 19:36:38 +0000 2016,DoctorBrobotnik,269145593,854,19,FALSE,1,FALSE,"Gamer, Alcohol Connoisseur, Full-time Bastard.",UK,FALSE,122,237,Sun Mar 20 05:25:32 +0000 2011,en,@AmazonHelp i did that before! It's in regards to speaking to someone regarding the formal complaint I requested to raise,0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
'793538987986153472',Tue Nov 01 19:43:32 +0000 2016,AmazonHelp,85741735,2225440,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,@DoctorBrobotnik Have you had your chance to reach out to Hermes directly on this order: https://t.co/lGOhNwz2Pf? ^VS,0,FALSE,DoctorBrobotnik,7.94E+17,269145593,0,FALSE,@DoctorBrobotnik Have you had your chance to reach out to Hermes directly on this order: https://t.co/lGOhNwz2Pf? ^VS
'793540883836788737',Tue Nov 01 19:51:04 +0000 2016,DoctorBrobotnik,269145593,854,19,FALSE,1,FALSE,"Gamer, Alcohol Connoisseur, Full-time Bastard.",UK,FALSE,122,237,Sun Mar 20 05:25:32 +0000 2011,en,"@AmazonHelp it's not a complaint about the order, it's in regards to the way the initial agent spoke/behaved on the call",0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
'793546298129514497',Tue Nov 01 20:12:35 +0000 2016,AmazonHelp,85741735,2225440,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,@DoctorBrobotnik You should receive an e-mail after the call that can be filled out. This is viewed directly by there supervisor. ^VS,0,FALSE,DoctorBrobotnik,7.94E+17,269145593,0,FALSE,
'793547250689605633',Tue Nov 01 20:16:22 +0000 2016,DoctorBrobotnik,269145593,854,19,FALSE,1,FALSE,"Gamer, Alcohol Connoisseur, Full-time Bastard.",UK,FALSE,122,237,Sun Mar 20 05:25:32 +0000 2011,en,@AmazonHelp do you not have a dedicated complaints team?,0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
'793551437817114624',Tue Nov 01 20:33:00 +0000 2016,AmazonHelp,85741735,2225440,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,@DoctorBrobotnik You can also leave us feedback here: https://t.co/i4OjgVPAKY. ^VS,0,FALSE,DoctorBrobotnik,7.94E+17,269145593,0,FALSE,@DoctorBrobotnik You can also leave us feedback here: https://t.co/i4OjgVPAKY. ^VS
'793563276873461760',Tue Nov 01 21:20:03 +0000 2016,DoctorBrobotnik,269145593,854,19,FALSE,1,FALSE,"Gamer, Alcohol Connoisseur, Full-time Bastard.",UK,FALSE,122,237,Sun Mar 20 05:25:32 +0000 2011,en,@AmazonHelp that doesn't answer my question - is there a complaints department I can speak to?,0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,
'793467430005866496',Tue Nov 01 14:59:11 +0000 2016,vivekrastogi4,370711133,28,14,FALSE,0,FALSE,,"Dhenkanal, Odisha",FALSE,41,256,Fri Sep 09 14:08:27 +0000 2011,en,"Hey, @AmazonHelp why it's getting late as per expected delivery date, totally unhappy with this. Tracking# 572317603",1,FALSE,,,,0,FALSE,
'793495951700815872',Tue Nov 01 16:52:31 +0000 2016,AmazonHelp,85741735,2225456,11366,FALSE,799,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,"@vivekrastogi4 Hey, I'm sorry for the delay. Please get in touch with us via https://t.co/TxK11znixD and we'll look into this for you. ^AM",0,FALSE,vivekrastogi4,7.93E+17,370711133,0,FALSE,"@vivekrastogi4 Hey, I'm sorry for the delay. Please get in touch with us via https://t.co/TxK11znixD and we'll look into this for you. ^AM"
'793496018553888772',Tue Nov 01 16:52:47 +0000 2016,AmazonHelp,85741735,2225456,11366,FALSE,799,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,"@vivekrastogi4 Please don't provide your details, as we consider it to be personal info. Our Twitter page is visible to the public. ^AM",0,FALSE,vivekrastogi4,7.93E+17,370711133,0,FALSE,
'793791149303558144',Wed Nov 02 12:25:32 +0000 2016,vivekrastogi4,370711133,28,14,FALSE,0,FALSE,,"Dhenkanal, Odisha",FALSE,41,256,Fri Sep 09 14:08:27 +0000 2011,en,"@AmazonHelp But the latest status of product is not showing why is it so, please provide latest status of my product.",0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793827480046018560',Wed Nov 02 14:49:54 +0000 2016,AmazonHelp,85741735,2225456,11366,FALSE,799,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,"@vivekrastogi4 Hi, kindly get in touch with our support team from the link provided earlier by ^AM for the latest tracking status. ^KC",0,FALSE,vivekrastogi4,7.94E+17,370711133,0,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,
'793469034146639872',Tue Nov 01 15:05:34 +0000 2016,ravindra22787,1510968974,20,25,FALSE,0,FALSE,,,FALSE,8,192,Wed Jun 12 16:22:41 +0000 2013,en,"@amazonIN Order #403-7110323-0557141 was supposed to be delivered by 26th oct 201, shipping status shows delivered to unknown destination.",0,FALSE,amazonIN,,1282946089,0,FALSE,
'793496019682074624',Tue Nov 01 16:52:48 +0000 2016,AmazonHelp,85741735,2225450,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149569,53,Wed Oct 28 04:17:54 +0000 2009,en,"@ravindra22787 Hi, I'm sorry you didn't receive the order. Please connect with us: https://t.co/UigHbMWpqG so we could look into this. ^AA",0,FALSE,ravindra22787,7.93E+17,1510968974,0,FALSE,"@ravindra22787 Hi, I'm sorry you didn't receive the order. Please connect with us: https://t.co/UigHbMWpqG so we could look into this. ^AA"
'793496072664539136',Tue Nov 01 16:53:00 +0000 2016,AmazonHelp,85741735,2225450,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149569,53,Wed Oct 28 04:17:54 +0000 2009,en,"@ravindra22787 Please don't provide your order details, as we consider it to be personal information. Our page is visible to public. ^AA",0,FALSE,ravindra22787,7.93E+17,1510968974,0,FALSE,
'793497751543697408',Tue Nov 01 16:59:41 +0000 2016,ravindra22787,1510968974,20,25,FALSE,0,FALSE,,,FALSE,8,192,Wed Jun 12 16:22:41 +0000 2013,en,"@AmazonHelp there is no other way to connect to you people, I get a blank call back and BTW Why should I contact seller for my orders",0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793510093786669056',Tue Nov 01 17:48:43 +0000 2016,AmazonHelp,85741735,2225450,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149569,53,Wed Oct 28 04:17:54 +0000 2009,en,@ravindra22787 Hey! I'm sorry about that. You can use the above link to contact our customer support. We'll help you out. ^MM,0,FALSE,ravindra22787,7.93E+17,1510968974,0,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,
'793475731963588608',Tue Nov 01 15:32:11 +0000 2016,lisacatek75,3526380922,844,31,FALSE,1,FALSE,,,FALSE,23,50,Wed Sep 02 19:28:52 +0000 2015,en,"Disappointed, @amazon - ordered last week and 1/2 my package is MIA set to be here ""maybe"" by Fri. I need it Thurs. ordered a WEEK early. :(",0,FALSE,,,,0,FALSE,
'793477197768101889',Tue Nov 01 15:38:00 +0000 2016,AmazonHelp,85741735,2225451,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149569,53,Wed Oct 28 04:17:54 +0000 2009,en,@lisacatek75 Sorry to hear that - was there a delay with the second half? ^DG,0,FALSE,lisacatek75,7.93E+17,3526380922,0,FALSE,
'793506081573998592',Tue Nov 01 17:32:47 +0000 2016,lisacatek75,3526380922,844,31,FALSE,1,FALSE,,,FALSE,23,50,Wed Sep 02 19:28:52 +0000 2015,en,"@AmazonHelp 
Yes, both parts of my order 
104-4069376-6605854
We're supposed to arrive yesterday.",0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793506108090359808',Tue Nov 01 17:32:53 +0000 2016,lisacatek75,3526380922,844,31,FALSE,1,FALSE,,,FALSE,23,50,Wed Sep 02 19:28:52 +0000 2015,en,@AmazonHelp Now half of it says maybe here by the 3rd. Looks like it finally had an update this morning.,0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793507194989862914',Tue Nov 01 17:37:12 +0000 2016,AmazonHelp,85741735,2225451,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149569,53,Wed Oct 28 04:17:54 +0000 2009,en,"@lisacatek75 If we miss the confirmed delivery date, pls phone or chat in to review options &amp; forward feedback: https://t.co/hApLpMlfHN ^SJ",0,FALSE,lisacatek75,7.94E+17,3526380922,0,FALSE,"@lisacatek75 If we miss the confirmed delivery date, pls phone or chat in to review options &amp; forward feedback: https://t.co/hApLpMlfHN ^SJ"
,,,,,,,,,,,,,,,,,,,,,,,,
'793475894094376961',Tue Nov 01 15:32:49 +0000 2016,kapishr,163413904,42,18,FALSE,0,FALSE,,Chandigarh,FALSE,38,76,Tue Jul 06 10:37:42 +0000 2010,en,"@amazon costs around 250 bucks in market, why r u guys charging 4952 https://t.co/mPXLqZx6Z4",0,FALSE,amazon,,20793816,0,FALSE,"@amazon costs around 250 bucks in market, why r u guys charging 4952 https://t.co/mPXLqZx6Z4"
'793511037563727873',Tue Nov 01 17:52:28 +0000 2016,AmazonHelp,85741735,2225450,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149569,53,Wed Oct 28 04:17:54 +0000 2009,en,"@kapishr Hey there, seems to be a pricing error. We'll have this checked with our catalog teams and update em soon! ^VM",0,FALSE,kapishr,7.93E+17,163413904,0,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,
'793481526726057984',Tue Nov 01 15:55:12 +0000 2016,steveyuhas,16980347,21657,4,FALSE,63,FALSE,"BF to Danny, father of 2 pugs: Levi & Shlomo. Former Army & Marine Corps. ICT, Herzliya Israel. Turned off the radio mic to serve mankind (no, I'm not Superman)",✡ Los Angeles ✡,FALSE,7352,3001,Sun Oct 26 13:46:18 +0000 2008,en,@AmazonHelp this order makes it less than 50% success for Prime membership actually helping get things faster. Why am I paying again?,0,FALSE,AmazonHelp,,85741735,0,FALSE,
'793504628906332160',Tue Nov 01 17:27:00 +0000 2016,AmazonHelp,85741735,2225435,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149567,53,Wed Oct 28 04:17:54 +0000 2009,en,"@steveyuhas I'm sorry, has your order missed the delivery date provided at checkout? If so, reach us here: https://t.co/hApLpMlfHN. ^RM",0,FALSE,steveyuhas,7.93E+17,16980347,0,FALSE,"@steveyuhas I'm sorry, has your order missed the delivery date provided at checkout? If so, reach us here: https://t.co/hApLpMlfHN. ^RM"
'793524016682270720',Tue Nov 01 18:44:03 +0000 2016,steveyuhas,16980347,21657,4,FALSE,63,FALSE,"BF to Danny, father of 2 pugs: Levi & Shlomo. Former Army & Marine Corps. ICT, Herzliya Israel. Turned off the radio mic to serve mankind (no, I'm not Superman)",✡ Los Angeles ✡,FALSE,7352,3001,Sun Oct 26 13:46:18 +0000 2008,en,"@AmazonHelp Yes, was supposed to arrive Wednesday now not arriving until Thursday. I don't know why in-stock things keep getting delayed.",0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
'793534324083654656',Tue Nov 01 19:25:00 +0000 2016,AmazonHelp,85741735,2225435,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149567,53,Wed Oct 28 04:17:54 +0000 2009,en,@steveyuhas Did you receive an e-mail update about the delay? Keep us posted on the delivery status. ^CO,0,FALSE,steveyuhas,7.94E+17,16980347,0,FALSE,
'793571959074349056',Tue Nov 01 21:54:33 +0000 2016,steveyuhas,16980347,21657,4,FALSE,63,FALSE,"BF to Danny, father of 2 pugs: Levi & Shlomo. Former Army & Marine Corps. ICT, Herzliya Israel. Turned off the radio mic to serve mankind (no, I'm not Superman)",✡ Los Angeles ✡,FALSE,7352,3001,Sun Oct 26 13:46:18 +0000 2008,en,@AmazonHelp No update on status. No change to status. Just a different date than delivery. Prime is supposed to be better but 50% late?,0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
'793582754352996360',Tue Nov 01 22:37:27 +0000 2016,AmazonHelp,85741735,2225435,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149567,53,Wed Oct 28 04:17:54 +0000 2009,en,"@steveyuhas I'm sorry for the disappointment. If it doesn't arrive by 8pm Nov. 3, please contact us at the link above ^SF",0,FALSE,steveyuhas,7.94E+17,16980347,0,FALSE,
'793804052731686912',Wed Nov 02 13:16:48 +0000 2016,steveyuhas,16980347,21657,4,FALSE,63,FALSE,"BF to Danny, father of 2 pugs: Levi & Shlomo. Former Army & Marine Corps. ICT, Herzliya Israel. Turned off the radio mic to serve mankind (no, I'm not Superman)",✡ Los Angeles ✡,FALSE,7352,3001,Sun Oct 26 13:46:18 +0000 2008,en,@AmazonHelp I should be contacting you if it doesn't arrive TODAY since that is when it was promised. Why so many Prime delivery failures?,0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,
'793486254583193600',Tue Nov 01 16:14:00 +0000 2016,Dom_DelCore,1209614366,8117,11792,FALSE,2,FALSE,,United Kingdom,FALSE,745,1200,Fri Feb 22 19:42:02 +0000 2013,en,@AmazonHelp Confused why my payments been declined on an order of 3 items and telling me to check my card details when its perfectly fine?,0,FALSE,AmazonHelp,,85741735,0,FALSE,
'793491042460901376',Tue Nov 01 16:33:01 +0000 2016,AmazonHelp,85741735,2225442,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,@Dom_DelCore I'm sorry your having payment issues. Have you tried these steps: https://t.co/DpRqqnuh0f? ^CO,0,FALSE,Dom_DelCore,7.93E+17,1209614366,0,FALSE,@Dom_DelCore I'm sorry your having payment issues. Have you tried these steps: https://t.co/DpRqqnuh0f? ^CO
'793507270168633344',Tue Nov 01 17:37:30 +0000 2016,Dom_DelCore,1209614366,8117,11792,FALSE,2,FALSE,,United Kingdom,FALSE,745,1200,Fri Feb 22 19:42:02 +0000 2013,en,@AmazonHelp Yes i have. All details correct for the card and theres money in my bank.,0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793510483588284416',Tue Nov 01 17:50:16 +0000 2016,AmazonHelp,85741735,2225442,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,@Dom_DelCore Please try to delete the card and add it back to your acct. If that does not work contact us here: https://t.co/JzP7hlRCV9. ^MT,0,FALSE,Dom_DelCore,7.94E+17,1209614366,0,FALSE,@Dom_DelCore Please try to delete the card and add it back to your acct. If that does not work contact us here: https://t.co/JzP7hlRCV9. ^MT
'793537629488869377',Tue Nov 01 19:38:08 +0000 2016,Dom_DelCore,1209614366,8117,11792,FALSE,2,FALSE,,United Kingdom,FALSE,745,1200,Fri Feb 22 19:42:02 +0000 2013,en,@AmazonHelp Payment been declined apparently but moneys been taken out of my bank?,0,FALSE,Dom_DelCore,7.93E+17,1209614366,0,FALSE,
'793539738644930560',Tue Nov 01 19:46:31 +0000 2016,AmazonHelp,85741735,2225442,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,@Dom_DelCore Have you had a chance to reach out to our customer support to have this looked into? ^VS,0,FALSE,Dom_DelCore,7.94E+17,1209614366,0,FALSE,
'793540589828579328',Tue Nov 01 19:49:54 +0000 2016,Dom_DelCore,1209614366,8117,11792,FALSE,2,FALSE,,United Kingdom,FALSE,745,1200,Fri Feb 22 19:42:02 +0000 2013,en,@AmazonHelp No i havent. @Amazohelp_  messaged me asking for my whole bank card details.. take it thats fake??,0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
'793541167380107264',Tue Nov 01 19:52:12 +0000 2016,Dom_DelCore,1209614366,8117,11792,FALSE,2,FALSE,,United Kingdom,FALSE,745,1200,Fri Feb 22 19:42:02 +0000 2013,en,"@AmazonHelp please check if the payments have gone through and my orders are on the way? Money has come out of my bank, email say different",0,FALSE,Dom_DelCore,7.94E+17,1209614366,0,FALSE,
'793547033386872836',Tue Nov 01 20:15:30 +0000 2016,AmazonHelp,85741735,2225442,11366,FALSE,796,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149568,53,Wed Oct 28 04:17:54 +0000 2009,en,@Dom_DelCore We cannot access your account here. Please contact us so we may help you further: https://t.co/hApLpMlfHN. ^KH,0,FALSE,Dom_DelCore,7.94E+17,1209614366,0,FALSE,@Dom_DelCore We cannot access your account here. Please contact us so we may help you further: https://t.co/hApLpMlfHN. ^KH
,,,,,,,,,,,,,,,,,,,,,,,,
'793486404336623616',Tue Nov 01 16:14:35 +0000 2016,luciensabre,447433286,48299,46049,FALSE,53,FALSE,Anime & Manga | Yaoi | Slash | Harry Potter | The Hobbit | Teen Wolf | The Walking Dead | Kingsman S.S. | Internet | Fan Fictions | Web design,Italy,FALSE,135,168,Mon Dec 26 22:02:13 +0000 2011,en,"@AmazonUK did it again: 3 small items, 1 order with 1d-delivery option...yet items will be sent in 2 different packages....why?...🙄😑",0,FALSE,AmazonUK,,209004862,0,FALSE,
'793492017644986368',Tue Nov 01 16:36:54 +0000 2016,AmazonHelp,85741735,2225496,11366,FALSE,792,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149570,53,Wed Oct 28 04:17:54 +0000 2009,en,@luciensabre We try to ship items out together. There are times when we can't because items are in different fulfillment centers. ^CO,0,FALSE,luciensabre,7.93E+17,447433286,0,FALSE,
'793811001523208192',Wed Nov 02 13:44:25 +0000 2016,luciensabre,447433286,48299,46049,FALSE,53,FALSE,Anime & Manga | Yaoi | Slash | Harry Potter | The Hobbit | Teen Wolf | The Walking Dead | Kingsman S.S. | Internet | Fan Fictions | Web design,Italy,FALSE,135,168,Mon Dec 26 22:02:13 +0000 2011,en,@AmazonHelp And that's why you ship items with 2 different couriers....which guarantees the delivery won't be on time? 😕,0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793811603003244545',Wed Nov 02 13:46:49 +0000 2016,luciensabre,447433286,48299,46049,FALSE,53,FALSE,Anime & Manga | Yaoi | Slash | Harry Potter | The Hobbit | Teen Wolf | The Walking Dead | Kingsman S.S. | Internet | Fan Fictions | Web design,Italy,FALSE,135,168,Mon Dec 26 22:02:13 +0000 2011,en,"@AmazonHelp And it won't 'cuz, while your tracking tool say parcels are in the couriers' hands, truth is couriers only got packages' infos.",0,FALSE,AmazonHelp,7.93E+17,85741735,0,FALSE,
'793812682679914496',Wed Nov 02 13:51:06 +0000 2016,AmazonHelp,85741735,2225496,11366,FALSE,792,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149570,53,Wed Oct 28 04:17:54 +0000 2009,en,"@luciensabre You may have the option to have your items grouped together for fewer shipments, here's how: https://t.co/PtqNjGD5MM. ^CM",0,FALSE,luciensabre,7.94E+17,447433286,0,FALSE,"@luciensabre You may have the option to have your items grouped together for fewer shipments, here's how: https://t.co/PtqNjGD5MM. ^CM"
'793816445352370177',Wed Nov 02 14:06:03 +0000 2016,luciensabre,447433286,48299,46049,FALSE,53,FALSE,Anime & Manga | Yaoi | Slash | Harry Potter | The Hobbit | Teen Wolf | The Walking Dead | Kingsman S.S. | Internet | Fan Fictions | Web design,Italy,FALSE,135,168,Mon Dec 26 22:02:13 +0000 2011,en,@AmazonHelp I did; that's the default option in the cart and I never change it - especially because the other is outrageously expensive.,0,FALSE,AmazonHelp,7.94E+17,85741735,0,FALSE,
'793819174225281028',Wed Nov 02 14:16:54 +0000 2016,AmazonHelp,85741735,2225496,11366,FALSE,792,FALSE,We answer Amazon support questions 7 days a week. Support available in English / Deutsch / Español / Português / Français / Italiano / 日本語,,TRUE,149570,53,Wed Oct 28 04:17:54 +0000 2009,en,@luciensabre We want to be sure your order arrives on time. Let us know if it's not del by the date listed in the confirmation e-mail. ^KD,0,FALSE,luciensabre,7.94E+17,447433286,0,FALSE,
